Nom de la gare,Code UIC complet,Code postal,Segmentation DRG 2021,Total Voyageurs 2020,Total Voyageurs + Non voyageurs 2020,Total Voyageurs 2019,Total Voyageurs + Non voyageurs 2019,Total Voyageurs 2018,Total Voyageurs + Non voyageurs 2018,Total Voyageurs 2017,Total Voyageurs + Non voyageurs 2017,Total Voyageurs 2016,Total Voyageurs + Non voyageurs 2016,Total Voyageurs 2015,Total Voyageurs + Non voyageurs 2015
Virieu-le-Grand - Belley,87741504,1510,C,29627,29627,44111,44111,54918,54918,65692,65692,58225,58225,63403,63403
Vittel,87144279,88800,C,42037,42037,53800,53800,53873,53873,59880,59880,68356,68356,66226,66226
Voreppe,87747337,38340,B,228572,285715,328319,410399,272717,340896,280224,350280,254172,317715,271611,339514
Vorey,87734723,43800,C,29492,29492,45135,45135,29189,29189,24157,24157,35397,35397,34581,34581
Vulaines-sur-Seine - Samoreau,87682443,77870,C,28791,28791,52885,52885,54449,54449,55824,55824,56647,56647,57163,57163
Weyersheim,87213678,67720,B,130434,163043,164563,205703,155497,194371,155940,194925,157555,196944,160298,200372
Yffiniac,87473116,22120,C,19066,19066,28784,28784,27911,27911,33222,33222,39188,39188,36880,36880
Yutz,87191304,57110,C,804,804,1186,1186,1484,1484,1300,1300,1930,1930,1701,1701
Abbeville,87317362,80100,B,505759,632199,757362,946702,710325,887907,750298,937872,727081,908851,758410,948013
Achères Ville,87381657,78260,B,1896770,1896770,3468208,3468208,3478859,3478859,3497615,3497615,3454567,3454567,3389509,3389509
Aéroport Charles de Gaulle 1,87271460,93290,B,4359621,4359621,7971396,7971396,7590098,7590098,7199779,7199779,6690263,6690263,6226179,6226179
Aigrefeuille-d'Aunis,87485193,17290,C,24987,24987,31170,31170,18670,18670,14513,14513,266,266,0,0
Aigues-Mortes,87775858,30220,C,5683,5683,6146,6146,5311,5311,4822,4822,3546,3546,3917,3917
Ailly-sur-Somme,87313098,80470,B,105120,131401,134750,168438,126145,157681,130664,163330,123926,154908,130027,162534
Aiserey,87713636,21110,C,19409,19409,25004,25004,24241,24241,25375,25375,24134,24134,26267,26267
Aix-en-Provence TGV,87319012,13592,A,2059068,3167797,3594151,5529463,3597729,5534968,3699076,5690886,3403078,5235505,3388402,5212927
Ambérieu-en-Bugey,87743716,1500,B,838327,1047909,1254920,1568650,1168627,1460784,1223516,1529395,1188233,1485291,1195489,1494362
Amiens,87313874,80017,A,3694011,4991907,5360735,7244237,5244716,7087454,5447333,7361261,5229456,7066833,5324980,7195919
Ancy-sur-Moselle,87192419,57130,C,37560,37560,50264,50264,50010,50010,49942,49942,50233,50233,53552,53552
Angoulême,87583005,16000,A,1111740,1307929,1826364,2148663,1712440,2014635,1835079,2158917,1688713,1986721,1717696,2020819
Anizy - Pinon,87296566,2320,C,59518,59518,87841,87841,75945,75945,83874,83874,80983,80983,87381,87381
Anthéor Cap Roux,87757567,83530,C,5313,5313,6677,6677,3680,3680,3503,3503,3867,3867,4098,4098
Arbois,87718155,39600,C,52302,52302,52202,52202,44352,44352,50131,50131,42298,42298,50090,50090
Arcy-sur-Cure,87683680,89270,C,2568,2568,2752,2752,2091,2091,2408,2408,1962,1962,2249,2249
Argenteuil,87381848,95100,B,8869575,8869575,16219640,16219640,16094786,16094786,15608674,15608674,15388969,15388969,14929217,14929217
Argentière,87746859,74400,C,12408,12408,14463,14463,15238,15238,13277,13277,15678,15678,16513,16513
Arleux,87345421,59151,C,22092,22092,39865,39865,39776,39776,45719,45719,47584,47584,51057,51057
Artenay,87543058,45410,C,60524,60524,71415,71415,62685,62685,62856,62856,60354,60354,61368,61368
Arvant,87734251,43360,C,26500,26500,51427,51427,37485,37485,42656,42656,37278,37278,43701,43701
Assier,87613075,46320,C,7173,7173,8883,8883,7528,7528,9895,9895,10561,10561,10321,10321
Aubiet,87611764,32270,C,7529,7529,10418,10418,7586,7586,9714,9714,7969,7969,8221,8221
Aubigné-Racan,87396572,72800,C,8620,8620,13396,13396,13647,13647,15823,15823,19307,19307,18342,18342
Aubin-Saint-Vaast,87316604,62140,C,5,5,126,126,83,83,3,3,32,32,46,46
Aubusson,87597823,23200,C,516,516,4438,4438,4171,4171,6342,6342,7732,7732,7745,7745
Audrieu,87444059,14250,C,10779,10779,15635,15635,14323,14323,16234,16234,16471,16471,16984,16984
Aulnat Aéroport,87562421,63510,C,6224,6224,10154,10154,8009,8009,10477,10477,12081,12081,14703,14703
Aulnoye-Aymeries,87295600,59620,B,451188,563985,621126,776408,597836,747296,614240,767801,580610,725763,604945,756182
Aurillac,87645002,15000,B,81046,101308,120175,150218,136951,171189,154733,193417,143170,178963,160641,200801
Auterive,87611384,31190,B,258534,323167,343578,429473,316911,396139,396360,495450,394346,492933,410463,513079
Autun,87694570,71400,C,60025,60025,61002,61002,63796,63796,63847,63847,64509,64509,74269,74269
Auxerre Saint-Gervais,87683573,89000,B,272310,340387,448592,560740,376911,471139,427853,534816,384021,480027,418853,523567
Avesnelles,87295725,59440,C,2791,2791,7084,7084,6868,6868,5569,5569,4698,4698,6201,6201
Avignon TGV,87318964,84000,A,2154016,3214950,4094962,6111884,3685875,5501306,3899905,5820754,3836804,5726574,3865578,5769520
Bailleau-le-Pin,87394411,28120,C,67661,67661,79178,79178,76427,76427,74398,74398,75577,75577,77159,77159
Balsièges,87111864,48000,C,16,16,12,12,6,6,2,2,5,5,3,3
Banassac - La Canourgue,87783324,48500,C,2556,2556,3164,3164,3646,3646,4045,4045,4094,4094,4541,4541
Banyuls-sur-Mer,87784298,66650,C,50479,50479,74781,74781,64538,64538,80181,80181,71187,71187,73499,73499
Barr,87214247,67140,B,214461,268076,302765,378456,289868,362335,298416,373021,290643,363304,302911,378638
Barsac,87582759,33720,C,14286,14286,19071,19071,17065,17065,20850,20850,21672,21672,23455,23455
Base Aérienne,87699223,41200,C,95,95,0,0,0,0,0,0,0,0,0,0
Bassens,87581850,33530,C,23363,23363,39149,39149,24017,24017,18450,18450,13262,13262,16097,16097
Bayeux,87444067,14400,B,312198,390248,572729,715911,489769,612212,547532,684415,530050,662562,555799,694749
Bayon,87141218,54290,B,106890,133612,139986,174983,131165,163956,140910,176138,140514,175642,146075,182594
Beau Marais,87317610,62100,C,3180,3180,2990,2990,2191,2191,3080,3080,1828,1828,1292,1292
Beaune,87713545,21200,B,656096,745563,902907,1026031,843437,958452,945053,1073924,872976,992018,940402,1068638
Belle-Isle - Bégard,87473165,22810,C,2286,2286,1711,1711,1700,1700,2129,2129,2125,2125,3489,3489
Belleville-sur-Vie,87486142,85170,C,57289,57289,85566,85566,73772,73772,67909,67909,58233,58233,49298,49298
Bellevue,87393116,92360,B,725261,725261,1326402,1326402,1346821,1346821,1370573,1370573,1369605,1369605,1360814,1360814
Bénesse-Maremne,87673285,40230,C,11675,11675,13991,13991,9254,9254,8096,8096,8446,8446,7184,7184
Bengy-sur-Craon,87576447,18520,C,17995,17995,16781,16781,12622,12622,13874,13874,11735,11735,7331,7331
Bessancourt,87276642,95550,B,403535,403535,737892,737892,707523,707523,700747,700747,668488,668488,635190,635190
Bétaille,87594747,46110,C,10,10,5,5,20,20,7,7,7,7,70,70
Beynes,87393363,78650,B,105223,105223,192598,192598,188216,188216,184586,184586,177372,177372,169429,169429
Beynost,87723544,1700,B,137011,171264,213302,266627,198025,247532,202058,252573,185736,232170,181868,227335
Biache-Saint-Vaast,87342097,62118,C,37582,37582,61097,61097,57790,57790,64218,64218,59082,59082,60233,60233
Biarritz,87673400,64200,A,431935,539919,571419,714274,496224,620280,501005,626256,419448,524310,422384,527980
Bidos,87691949,64400,C,2525,2525,7401,7401,4020,4020,5771,5771,3829,3829,0,0
Blangy-sur-Bresle,87313809,76340,C,29382,29382,21218,21218,22833,22833,28546,28546,31099,31099,32310,32310
Bohain-en-Vermandois,87296269,2110,B,109447,136809,142094,177618,154861,193577,171123,213904,167908,209885,162216,202770
Bois-le-Roi,87682203,77590,B,639660,639660,1169555,1169555,1208919,1208919,1249808,1249808,1268641,1268641,1287788,1287788
Boisleux-au-Mont,87342071,62175,C,879,879,1937,1937,1115,1115,894,894,636,636,1478,1478
Boissy-l'Aillerie,87381152,95650,B,114449,114449,207727,207727,221223,221223,239132,239132,251490,251490,233191,233191
Bolbec - Nointot,87413351,76210,C,0,0,3280,3280,6070,6070,7403,7403,7726,7726,9072,9072
Bologne,87142224,52310,C,1999,1999,3479,3479,2216,2216,2661,2661,5014,5014,3077,3077
Bonnemain,87478065,35270,C,3261,3261,4671,4671,4713,4713,7397,7397,8156,8156,6891,6891
Bonneville,87746339,74130,B,195951,244939,244862,306078,229975,287469,236990,296238,198876,248596,196041,245051
Bords,87491019,17430,C,5494,5494,8135,8135,6178,6178,7084,7084,7378,7378,9671,9671
Bouray,87545178,91850,B,807376,807376,1476220,1476220,1463257,1463257,1470879,1470879,1442819,1442819,1408495,1408495
Bourg-Saint-Maurice,87741793,73700,B,246215,307769,369133,461416,344666,430832,345929,432412,347270,434087,335530,419412
Bouy,87174433,51400,C,38,38,778,778,889,889,1262,1262,964,964,908,908
Bouzonville,87193177,57320,C,12232,12232,19477,19477,23612,23612,28274,28274,27628,27628,30252,30252
Breitenbach-Haut-Rhin,87182659,68380,C,28763,28763,30219,30219,27185,27185,28724,28724,31159,31159,31894,31894
Bressuire,87487249,79300,C,16133,16133,23722,23722,23188,23188,26896,26896,25548,25548,28442,28442
Bretteville - Norrey,87444042,14740,C,21779,21779,26421,26421,19515,19515,22059,22059,20034,20034,19555,19555
Brioude,87734269,43100,C,61464,61464,95704,95704,77937,77937,93356,93356,82274,82274,87560,87560
Broye,87694166,71190,C,5732,5732,4836,4836,6919,6919,7856,7856,6225,6225,5896,5896
Brunoy,87682120,91800,B,2811943,2811943,5141272,5141272,5045320,5045320,4964873,4964873,4792605,4792605,4604922,4604922
Bussac-Forêt,87491191,17100,C,2216,2216,2918,2918,3155,3155,3470,3470,2421,2421,2949,2949
Cadaujac,87582684,33140,C,22884,22884,43876,43876,41353,41353,42938,42938,38884,38884,41806,41806
Cap-d'Ail,87756395,6320,C,74013,74013,99635,99635,77459,77459,89868,89868,73501,73501,67959,67959
Carentan,87447243,50500,B,115933,144917,198781,248476,182871,228589,204135,255168,189685,237106,200110,250138
Carnoules,87755371,83660,C,60842,60842,97030,97030,90048,90048,104587,104587,95145,95145,92675,92675
Carry-le-Rouet,87753566,13620,C,40959,40959,80636,80636,73731,73731,83910,83910,78019,78019,87905,87905
Cenon,87581595,33150,B,433419,541773,674888,843611,503076,628845,462412,578015,375609,469512,348409,435511
Cerbère,87785006,66290,C,34933,34933,53142,53142,49136,49136,55700,55700,51893,51893,58653,58653
Cercottes,87543033,45520,C,36970,36970,42501,42501,36191,36191,31548,31548,29410,29410,29910,29910
Cercy-la-Tour,87696492,58340,C,15351,15351,28653,28653,26574,26574,33395,33395,33532,33532,34819,34819
Cergy le Haut,87382655,95800,B,3685855,3685855,6739264,6739264,6755489,6755489,6809697,6809697,6743592,6743592,6647546,6647546
Cessieu,87723452,38110,C,24956,24956,33073,33073,24194,24194,26634,26634,29977,29977,29255,29255
Ceyzériat,87743302,1250,C,3169,3169,6762,6762,4123,4123,4694,4694,4885,4885,4297,4297
Chabanais,87592873,16150,C,16,16,2255,2255,3850,3850,7182,7182,6541,6541,6885,6885
Chalais,87583690,16210,C,16085,16085,22302,22302,16505,16505,16052,16052,14990,14990,17180,17180
Chamousset,87741231,73390,C,22831,22831,25795,25795,27915,27915,32484,32484,28457,28457,26523,26523
Champagne-Ardenne TGV,87171926,51430,A,564137,705172,1154599,1443249,969535,1211919,989282,1236603,900104,1125130,917725,1147157
Champagnole Paul-Émile Victor,87352047,39300,C,1507,1507,2545,2545,1571,1571,4248,4248,5910,5910,6323,6323
Chantenay,87481051,44000,C,27555,27555,45506,45506,35066,35066,30325,30325,28301,28301,26504,26504
Chaponost,87722710,69630,C,74261,74261,91801,91801,80970,80970,77448,77448,65119,65119,59240,59240
Château-du-Loir,87396606,72500,B,81240,101551,152866,191083,159432,199290,167877,209846,161421,201777,161909,202387
Château-Gaillard,87543066,28210,C,3302,3302,3720,3720,3358,3358,4982,4982,4606,4606,3856,3856
Châtel-Censoir,87696856,89660,C,3101,3101,4959,4959,3339,3339,3511,3511,3124,3124,3652,3652
Chauffailles,87694778,71170,C,24170,24170,30581,30581,22345,22345,19261,19261,26956,26956,31888,31888
Chaulnes,87313478,80320,C,66093,66093,85930,85930,81548,81548,92924,92924,92898,92898,96724,96724
Chaumont,87142000,52000,B,217313,271642,343328,429160,337021,421277,391954,489943,393953,492441,420282,525352
Chauny,87296616,2300,B,426550,533188,483909,604887,483237,604047,516572,645715,478020,597526,466632,583290
Chaux-des-Crotenay,87715383,39230,C,973,973,1721,1721,1285,1285,2441,2441,1317,1317,1993,1993
Chevaigné,87471458,35250,C,49121,49121,55765,55765,45466,45466,43305,43305,35341,35341,31216,31216
Chevrières,87276311,60710,C,20332,20332,28748,28748,25476,25476,27867,27867,24603,24603,29656,29656
Chézy-sur-Marne,87116574,2570,C,70385,70385,117503,117503,106910,106910,107151,107151,101564,101564,97565,97565
Chouzy-sur-Cisse,87574301,41150,C,475,475,751,751,4616,4616,8329,8329,10939,10939,13082,13082
Clacy - Mons,87296178,2000,C,997,997,408,408,48,48,120,120,436,436,769,769
Clermont La Pardieu,87782607,63000,B,198483,248104,261412,326766,248038,310048,306582,383228,289709,362136,308942,386177
Clichy - Levallois,87381129,92110,B,6164397,6164397,11275885,11275885,10863687,10863687,10745166,10745166,10573894,10573894,8018296,8018296
Clion sur Seugne,87491134,17240,C,0,0,17,17,19,19,11,11,10,10,42,42
Cognac,87491449,16100,B,85149,106436,147237,184047,128074,160092,150883,188604,140759,175949,154573,193217
Coignières,87393272,78310,B,255801,255801,466909,466909,498229,498229,527712,527712,546690,546690,565792,565792
Collioure,87784256,66190,C,61975,61975,101806,101806,82088,82088,97534,97534,68177,68177,89884,89884
Colmar,87182014,68000,A,2566878,4140126,4200762,6775423,3950944,6372491,3887862,6270745,3589253,5789117,3586247,5784270
Condat - Le Lardin,87594382,24570,C,15934,15934,28351,28351,28841,28841,33306,33306,32350,32350,33378,33378
Condé-sur-Huisne,87394288,61110,C,15963,15963,15552,15552,12395,12395,13533,13533,16329,16329,18717,18717
Conflans - Jarny,87192666,54800,B,72011,90014,110786,138483,105949,132436,117396,146746,120952,151190,135639,169549
Conflans-Sainte-Honorine,87381897,78700,B,2643589,2643589,4834179,4834179,4779174,4779174,4748100,4748100,4624289,4624289,4442590,4442590
Corbeil-Essonnes,87681007,91100,B,5383122,5383122,9842549,9842549,9324546,9324546,8829062,8829062,8205885,8205885,7600151,7600151
Corcieux Vanémont,87144196,88430,C,260,260,973,973,3373,3373,2809,2809,3239,3239,5660,5660
Cormery,87571430,37320,B,77824,97280,97289,121611,101215,126519,109468,136835,117239,146549,121990,152487
Coucy-lès-Eppes,87171769,2840,C,7023,7023,5811,5811,7267,7267,7048,7048,7064,7064,7102,7102
Courcelles-sur-Nied,87192211,57530,C,16959,16959,22931,22931,20933,20933,25377,25377,27098,27098,30617,30617
Courville-sur-Eure,87394221,28190,B,246509,308137,326100,407625,301967,377459,297098,371373,292795,365994,307355,384193
Cousance,87718270,39190,C,5889,5889,7077,7077,4819,4819,5637,5637,5743,5743,6757,6757
Couzon-au-Mont-d'Or,87721241,69270,C,35181,35181,56195,56195,40076,40076,36115,36115,39264,39264,39429,39429
Creil,87276006,60100,B,3384293,4230366,5096215,6370269,4767367,5959209,5179573,6474466,4975896,6219870,4771298,5964123
Croix L'Allumette,87281055,59170,C,731,731,1029,1029,1269,1269,1669,1669,1245,1245,1465,1465
Cubzac-les-Ponts,87491266,33240,C,7684,7684,10687,10687,6782,6782,6708,6708,5138,5138,5030,5030
Dannemarie,87182253,68210,C,73044,73044,109780,109780,98973,98973,100724,100724,90147,90147,90221,90221
Die,87761841,26150,C,40656,40656,57018,57018,48372,48372,54460,54460,54047,54047,52579,52579
Douai,87345009,59500,A,1960495,2450619,3049203,3811503,2823221,3529027,2974200,3717750,2863936,3579920,2908863,3636078
Drancy,87271403,93700,B,4908314,4908314,8976601,8976601,8782317,8782317,8585390,8585390,8248559,8248559,7883390,7883390
Dreuil-lès-Amiens,87316075,80730,C,6308,6308,8475,8475,9338,9338,10017,10017,12829,12829,13322,13322
Égletons,87594168,19300,C,28707,28707,31577,31577,31158,31158,31977,31977,33570,33570,34935,34935
Épanvilliers,87575357,86510,C,770,770,740,740,609,609,590,590,773,773,1149,1149
Épinay-sur-Seine,87271148,93800,B,2191067,2191067,4006406,4006406,4210792,4210792,3419097,3419097,2572264,2572264,2700882,2700882
Épluches,87276147,95310,C,45388,45388,82821,82821,87088,87088,74693,74693,70353,70353,68305,68305
Épouville,87413732,76133,C,895,895,1772,1772,1542,1542,1808,1808,2218,2218,2367,2367
Éragny - Neuville,87381418,95610,B,534439,534439,978365,978365,901785,901785,833310,833310,755133,755133,746705,746705
Erstein,87214148,67150,B,399673,499591,594561,743201,537172,671466,525509,656886,485869,607337,488510,610637
Escaudœuvres,87345496,59161,C,143,143,32,32,134,134,161,161,263,263,49,49
Essonnes Robinson,87681601,91100,B,153959,153959,281500,281500,301824,301824,324412,324412,342324,342324,360066,360066
Étain,87175794,55400,C,88396,88396,88957,88957,68545,68545,71927,71927,68243,68243,74519,74519
Étang-sur-Arroux,87694141,71190,C,76286,76286,76539,76539,67299,67299,72528,72528,71592,71592,81646,81646
Étriché - Châteauneuf,87484154,49330,C,20760,20760,50986,50986,61562,61562,57633,57633,55988,55988,57751,57751
Évian-les-Bains,87745679,74500,B,116019,145024,171310,214137,153441,191801,184932,231165,173811,217264,187774,234717
Évry Val de Seine,87681361,91000,B,499987,499987,914295,914295,952220,952220,996434,996434,1020954,1020954,1045105,1045105
Évry-Courcouronnes,87681387,91000,B,6157562,6157562,11258509,11258509,11133073,11133073,11022956,11022956,10724567,10724567,10369452,10369452
Exideuil,87592881,16150,C,0,0,0,0,0,0,79,79,288,288,834,834
Faulquemont,87193359,57380,B,116301,145376,194382,242978,178904,223630,191196,238995,177317,221647,181472,226840
Fécamp,87413542,76400,B,107655,134569,162037,202546,136324,170405,134107,167634,83873,104841,95219,119024
Fépin,87172874,8170,C,4484,4484,3555,3555,4150,4150,5477,5477,7131,7131,7440,7440
Feuquières - Fressenneville,87317503,80210,C,1392,1392,6453,6453,9990,9990,15591,15591,15714,15714,19122,19122
Forbach,87193003,57600,B,204729,255912,347579,434474,327366,409207,369799,462249,340553,425692,365895,457369
Fourchambault,87696229,58600,C,14195,14195,16850,16850,14058,14058,17433,17433,18144,18144,19230,19230
Francheville,87722702,69340,C,57723,57723,79040,79040,72127,72127,73019,73019,62738,62738,58285,58285
Fresnoy-le-Grand,87296293,2230,C,14289,14289,22961,22961,19992,19992,23812,23812,22091,22091,17913,17913
Frontignan,87773556,34110,B,223824,279780,294107,367634,280570,350713,338991,423739,325249,406562,321072,401340
Fronville,87175075,52300,C,1289,1289,1526,1526,630,630,287,287,587,587,661,661
Futuroscope,87324095,86360,B,74475,93094,153691,192114,134012,167515,178385,222982,176508,220636,163611,204514
Garancières - La Queue,87393439,78890,B,179212,179212,328859,328859,326533,326533,330655,330655,325044,325044,321234,321234
Garches - Marnes-la-Coquette,87382259,92380,B,1034529,1034529,1891700,1891700,1835968,1835968,1791195,1791195,1713919,1713919,1797137,1797137
Gardanne,87751420,13120,B,194015,242519,366421,458027,414788,518485,561982,702478,524454,655568,517026,646283
Gestel,87476309,56530,C,5461,5461,8441,8441,5997,5997,6297,6297,8476,8476,7922,7922
Gien,87684290,45500,B,82044,102555,127799,159748,116103,145128,124340,155425,116963,146203,127974,159968
Gilley,87718577,25650,C,13290,13290,21293,21293,16559,16559,16797,16797,13031,13031,21001,21001
Glos - Montfort,87415349,27290,C,0,0,830,830,1253,1253,772,772,1213,1213,1769,1769
Grand Bourg,87681353,91000,B,165376,165376,302375,302375,336778,336778,376379,376379,412191,412191,450127,450127
Gravelines,87281246,59820,C,26881,26881,48190,48190,28939,28939,27184,27184,24117,24117,20857,20857
Grenoble,87747006,38000,A,4781532,6886394,7796571,11228672,7057612,10164418,7674268,11052531,7237980,10424187,7549493,10872829
Gretz-Armainvilliers,87116012,77220,B,482211,482211,881676,881676,904863,904863,930677,930677,938758,938758,943338,943338
Grigny Centre,87681379,91350,B,4075590,4075590,7451784,7451784,7262293,7262293,7046881,7046881,6723757,6723757,6395274,6395274
Grigny le Sablon,87722298,69520,C,70641,70641,92875,92875,71224,71224,71350,71350,61896,61896,60721,60721
Grisolles,87611673,82170,C,76876,76876,88875,88875,76716,76716,94720,94720,93638,93638,92928,92928
Groisy - Thorens-Glières,87746248,74570,C,67698,67698,76660,76660,68730,68730,77445,77445,67629,67629,63268,63268
Gundershoffen,87213223,67110,C,72612,72612,79706,79706,64665,64665,64765,64765,72360,72360,75320,75320
Hangest-sur-Somme,87313114,80310,C,32903,32903,43635,43635,39230,39230,39105,39105,37668,37668,42167,42167
Harfleur Halte,87413708,76700,C,2055,2055,3788,3788,3871,3871,4858,4858,4973,4973,4463,4463
Hasenrain,87181024,68100,C,0,0,0,0,0,0,566,566,395,395,378,378
Hatrize,87192724,54800,C,286,286,1580,1580,1705,1705,1279,1279,652,652,1601,1601
Heilly,87316059,80113,C,4490,4490,5151,5151,3945,3945,4278,4278,4628,4628,4917,4917
Herchies,87313692,60112,C,2344,2344,2949,2949,5298,5298,7492,7492,6313,6313,5587,5587
Herrlisheim,87212340,67850,B,117805,147257,171268,214085,154932,193665,155461,194327,152118,190148,158057,197572
Hettange-Grande,87191163,57330,B,308253,385316,472838,591047,459855,574818,532946,666183,551410,689263,524189,655236
Hoenheim Tram,87338517,67800,C,55669,55669,75183,75183,75157,75157,72582,72582,70820,70820,74593,74593
Houlgate,87444406,14510,C,8614,8614,15283,15283,12321,12321,14587,14587,14006,14006,14511,14511
Hundling,87193540,57990,C,36599,36599,38274,38274,34386,34386,34555,34555,35070,35070,37398,37398
Illfurth,87182204,68720,C,49498,49498,78865,78865,72961,72961,61441,61441,52591,52591,52073,52073
Ingrandes sur Vienne,87575134,86220,C,4722,4722,6006,6006,5013,5013,4789,4789,4683,4683,3017,3017
Invalides,87393033,75007,B,6073454,6073454,11104701,11104701,11541909,11541909,11941725,11941725,12138735,12138735,12310511,12310511
Isbergues,87342279,62330,B,104530,130662,175520,219400,166535,208169,180402,225503,176030,220037,196134,245167
Issou - Porcheville,87381574,78440,B,115670,115670,211354,211354,208966,208966,208585,208585,204045,204045,201878,201878
Iwuy,87345397,59141,C,5446,5446,7181,7181,5870,5870,6973,6973,6520,6520,7871,7871
Janzé,87471334,35150,B,138538,173173,160500,200625,159868,199836,164231,205288,245238,306547,294176,367720
Jarrie - Vizille,87747535,38560,C,9411,9411,17869,17869,12850,12850,15895,15895,16778,16778,29168,29168
Jarville-la-Malgrange,87141010,54140,C,30636,30636,41635,41635,32184,32184,30080,30080,27277,27277,25777,25777
Jassonneix,87594085,19250,C,496,496,960,960,650,650,971,971,651,651,17,17
Jœuf,87191700,54240,C,26881,26881,37612,37612,30885,30885,37144,37144,34647,34647,35302,35302
Joigny,87683243,89300,B,231567,289459,348835,436044,326242,407803,358640,448301,326556,408195,340390,425487
Joncet,87784710,66193,C,54,54,111,111,29,29,49,49,33,33,29,29
Jouy,87394155,28300,B,76843,96053,95286,119108,96491,120614,110449,138061,116412,145516,118183,147729
Kerhuon,87474213,29480,C,35965,35965,47127,47127,36793,36793,38626,38626,39221,39221,38793,38793
Keskastel,87215491,67260,C,47041,47041,33261,33261,34433,34433,43443,43443,46026,46026,48090,48090
Koenigsmacker,87191619,57110,C,760,760,1359,1359,860,860,994,994,1470,1470,1585,1585
Kruth,87182642,68820,C,18542,18542,26336,26336,24164,24164,25830,25830,25601,25601,25185,25185
La Bachellerie,87595595,24210,C,165,165,935,935,668,668,706,706,1061,1061,957,957
La Barasse,87635581,13011,C,7390,7390,10851,10851,8554,8554,7963,7963,5171,5171,4047,4047
La Baule-Escoublac,87481754,44500,A,312631,390788,468461,585576,430546,538183,456863,571079,428078,535098,401904,502380
La Cave,87595215,24200,C,4,4,8,8,5,5,22,22,20,20,330,330
La Chaize-le-Vicomte,87486308,85310,C,557,557,3890,3890,4720,4720,3762,3762,3177,3177,4219,4219
La Chapelle - Aulnay,87590364,44240,C,14849,14849,21028,21028,17143,17143,15547,15547,13054,13054,12746,12746
La Chaumusse - Fort-du-Plasne,87715391,39150,C,1747,1747,845,845,1863,1863,3669,3669,3918,3918,3331,3331
La Courneuve - Aubervilliers,87271304,93120,B,7940110,7940110,14517022,14517022,14288840,14288840,14019873,14019873,13519983,13519983,13002415,13002415
La Couronne Carro,87753541,13500,C,12542,12542,25227,25227,21672,21672,30708,30708,31843,31843,34769,34769
La Faloise,87313239,80250,C,7969,7969,8722,8722,8237,8237,8856,8856,9104,9104,9207,9207
La Fère,87296632,2800,B,94403,118004,102354,127943,104921,131152,127578,159473,134598,168247,135172,168966
La Ferté-Saint-Aubin,87543124,45240,B,100161,125201,148325,185407,139251,174064,146434,183042,139351,174188,137115,171394
La Fouillouse,87726232,42480,C,5484,5484,9693,9693,6627,6627,7385,7385,5073,5073,7065,7065
La Frayère,87757740,6400,C,45627,45627,84814,84814,58456,58456,28316,28316,57061,57061,54379,54379
La Garde,87755306,83130,B,86086,86086,133493,133493,108379,108379,119992,119992,97886,97886,72684,72684
La Grand-Combe,87775254,30110,C,14586,14586,18485,18485,19328,19328,24853,24853,24681,24681,19051,19051
La Haie-Fouassière,87481416,44690,B,87906,87906,153534,153534,156587,156587,152935,152935,123439,123439,89051,89051
La Jarrie,87485185,17220,C,13853,13853,18035,18035,9346,9346,6372,6372,119,119,0,0
La Joux,87746842,74400,C,217,217,330,330,370,370,202,202,239,239,322,322
La Meyze,87592808,87800,C,1776,1776,2759,2759,2753,2753,2819,2819,2226,2226,2861,2861
La Pomme,87751719,13720,C,8093,8093,8213,8213,5903,5903,7603,7603,5644,5644,4165,4165
La Rivière-Drugeon,87715144,25560,C,26061,26061,24754,24754,23125,23125,23565,23565,18742,18742,17667,17667
La Roche-Maurice,87474262,29800,C,9792,9792,14028,14028,13113,13113,13963,13963,13568,13568,10990,10990
La Ville-Dieu-du-Temple,87611459,82290,C,11941,11941,11468,11468,9992,9992,10242,10242,9073,9073,11127,11127
La Wantzenau,87212316,67610,C,24431,24431,48018,48018,39613,39613,40097,40097,51688,51688,49467,49467
Labège Innopole,87612002,31670,B,133473,166842,192154,240193,144726,180908,174725,218406,149503,186879,172479,215599
Labergement-Sainte-Marie,87715219,25160,C,5664,5664,8043,8043,7977,7977,9101,9101,11347,11347,8873,8873
Labruguière,87615526,81290,C,4084,4084,7055,7055,5795,5795,7676,7676,7179,7179,8753,8753
Lacourtensourt,87611434,31200,C,34168,34168,42915,42915,30550,30550,30941,30941,29161,29161,32813,32813
Lagny - Thorigny,87116319,77400,B,2089458,2089458,3821213,3821213,3784219,3784219,3760262,3760262,3668740,3668740,3561964,3561964
Lamagistère,87611855,82360,C,14791,14791,16800,16800,18339,18339,23252,23252,21427,21427,20983,20983
Lamarche,87144303,88320,C,456,456,505,505,242,242,530,530,1020,1020,1019,1019
Lamonzie-Saint-Martin,87584243,24680,C,300,300,750,750,601,601,646,646,1289,1289,1321,1321
Landerneau,87474239,29800,B,444597,555746,636579,795724,567152,708940,584995,731244,589344,736680,595751,744689
Landévant,87476234,56690,C,34646,34646,49467,49467,40947,40947,42063,42063,41967,41967,40203,40203
Landivisiau,87474270,29400,B,113857,142321,151351,189189,128925,161156,125142,156427,124252,155315,132611,165764
Landry,87741777,73210,C,25802,25802,36159,36159,35932,35932,36903,36903,36051,36051,34715,34715
